manager_key,manager_qid,club_qid,prec_da,prec_a,wd_da,wd_a
bruno labbadia,Q57548,Q4512,11.0,11.0,2010-12-13,2013-08-26
bruno labbadia,Q57548,Q51974,11.0,11.0,2015-04-15,2016-09-25
bruno labbadia,Q57548,Q101859,11.0,11.0,2018-02-20,2019-06-30
bruno labbadia,Q57548,Q102720,11.0,11.0,2020-04-09,2021-01-24
bruno labbadia,Q57548,Q4512,11.0,11.0,2022-12-05,2023-04-03
bruno labbadia,Q57548,Q181930,10.0,,2024-08-01,
leonardo jardim,Q2162382,Q82105,11.0,11.0,2003-07-01,2008-03-14
leonardo jardim,Q2162382,Q543467,11.0,11.0,2008-03-17,2009-06-02
leonardo jardim,Q2162382,Q688300,11.0,11.0,2009-06-02,2011-02-28
leonardo jardim,Q2162382,Q75684,11.0,11.0,2011-06-07,2012-05-30
leonardo jardim,Q2162382,Q19628,11.0,11.0,2012-06-05,2013-01-19
leonardo jardim,Q2162382,Q75729,11.0,11.0,2013-05-20,2014-05-20
leonardo jardim,Q2162382,Q180305,11.0,11.0,2014-06-06,2018-10-11
leonardo jardim,Q2162382,Q180305,11.0,11.0,2019-01-27,2019-12-28
leonardo jardim,Q2162382,Q73965,11.0,11.0,2021-06-02,2022-02-14
leonardo jardim,Q2162382,Q424943,11.0,11.0,2022-06-08,2023-06-01
leonardo jardim,Q2162382,Q311268,11.0,11.0,2023-06-26,2024-06-30
leonardo jardim,Q2162382,Q812720,11.0,11.0,2024-11-08,2025-02-04
leonardo jardim,Q2162382,Q188277,11.0,11.0,2025-02-04,2025-12-15
ange postecoglou,Q2849301,Q1510813,9.0,9.0,1996-01-01,2000-01-01
ange postecoglou,Q2849301,Q3589754,9.0,9.0,2000-01-01,2005-01-01
ange postecoglou,Q2849301,Q3873546,9.0,9.0,2000-01-01,2007-01-01
ange postecoglou,Q2849301,Q1277456,9.0,9.0,2008-01-01,2008-01-01
ange postecoglou,Q2849301,Q6911306,9.0,9.0,2009-01-01,2009-01-01
ange postecoglou,Q2849301,Q839997,9.0,9.0,2009-01-01,2012-01-01
ange postecoglou,Q2849301,Q316789,9.0,9.0,2012-01-01,2013-01-01
ange postecoglou,Q2849301,Q268208,11.0,11.0,2013-10-23,2017-11-22
ange postecoglou,Q2849301,Q854932,11.0,11.0,2017-12-19,2021-06-10
ange postecoglou,Q2849301,Q19593,11.0,11.0,2021-06-10,2023-06-06
ange postecoglou,Q2849301,Q18741,11.0,11.0,2023-06-06,2025-06-06
ange postecoglou,Q2849301,Q19490,11.0,11.0,2025-09-09,2025-10-18
ange postecoglou,Q2849301,Q482764,11.0,,2026-07-03,
giuseppe iachini,Q604969,Q2052,11.0,,2019-12-23,
marcelo bielsa,Q31575,Q221882,11.0,11.0,1990-07-01,1992-06-30
marcelo bielsa,Q31575,Q1023532,11.0,11.0,1993-07-01,1995-01-31
marcelo bielsa,Q31575,Q459090,11.0,11.0,1995-07-01,1996-03-25
marcelo bielsa,Q31575,Q215163,11.0,11.0,1997-07-01,1998-06-30
marcelo bielsa,Q31575,Q8780,11.0,11.0,1998-07-10,1998-10-19
marcelo bielsa,Q31575,Q79800,11.0,11.0,1998-10-20,2004-09-15
marcelo bielsa,Q31575,Q172025,11.0,11.0,2007-07-11,2011-02-04
marcelo bielsa,Q31575,Q8687,11.0,11.0,2011-07-07,2013-06-30
marcelo bielsa,Q31575,Q132885,11.0,11.0,2014-05-17,2015-08-08
marcelo bielsa,Q31575,Q19516,11.0,11.0,2017-05-24,2017-12-15
marcelo bielsa,Q31575,Q1128631,11.0,11.0,2018-06-15,2022-02-27
marcelo bielsa,Q31575,Q134916,11.0,11.0,2023-05-15,2026-06-30
fabian hurzeler,Q115819313,Q6463,10.0,11.0,2022-12-01,2024-06-15
fabian hurzeler,Q115819313,Q13634402,11.0,11.0,2016-07-01,2020-06-30
fabian hurzeler,Q115819313,Q19453,11.0,,2024-06-15,
cesc fabregas,Q17499,Q1120838,11.0,11.0,2023-11-13,2023-12-20
cesc fabregas,Q17499,Q1120838,11.0,,2024-07-19,
jorge sampaoli,Q1089864,Q945037,11.0,11.0,1996-06-29,1997-04-19
jorge sampaoli,Q1089864,Q945037,11.0,11.0,2000-09-30,2000-10-28
jorge sampaoli,Q1089864,Q603017,11.0,11.0,2002-01-09,2002-04-14
jorge sampaoli,Q1089864,Q603060,11.0,11.0,2002-06-06,2003-12-31
jorge sampaoli,Q1089864,Q578721,11.0,11.0,2004-04-01,2005-12-31
jorge sampaoli,Q1089864,Q578721,11.0,11.0,2006-06-27,2006-12-31
jorge sampaoli,Q1089864,Q604581,11.0,11.0,2007-01-01,2007-05-05
jorge sampaoli,Q1089864,Q719722,11.0,11.0,2007-12-12,2009-08-01
jorge sampaoli,Q1089864,Q249612,11.0,11.0,2009-12-18,2010-12-14
jorge sampaoli,Q1089864,Q737753,11.0,11.0,2010-12-15,2012-12-03
jorge sampaoli,Q1089864,Q172025,11.0,11.0,2012-12-03,2016-01-19
jorge sampaoli,Q1089864,Q10329,11.0,11.0,2016-06-27,2017-05-26
jorge sampaoli,Q1089864,Q79800,11.0,11.0,2017-06-01,2018-07-15
jorge sampaoli,Q1089864,Q80955,11.0,11.0,2018-12-13,2019-12-09
jorge sampaoli,Q1089864,Q270995,11.0,11.0,2020-03-01,2021-02-25
jorge sampaoli,Q1089864,Q132885,11.0,11.0,2021-03-08,2022-07-01
jorge sampaoli,Q1089864,Q10329,11.0,11.0,2022-10-06,2023-03-21
jorge sampaoli,Q1089864,Q17479,11.0,11.0,2023-04-14,2023-09-28
jorge sampaoli,Q1089864,Q19509,11.0,11.0,2024-11-11,2025-01-30
jorge sampaoli,Q1089864,Q270995,11.0,,2025-09-02,
jose bordalas,Q3323802,Q10750304,,,,
jose bordalas,Q3323802,Q8806,10.0,,2023-04-01,
arne slot,Q1029223,Q191264,11.0,11.0,2019-07-01,2020-12-05
arne slot,Q1029223,Q134241,11.0,11.0,2021-07-01,2024-05-20
arne slot,Q1029223,Q1130849,11.0,11.0,2024-06-01,2026-05-30
manolo gonzalez,Q107613083,Q4888731,9.0,9.0,2012-01-01,2014-01-01
manolo gonzalez,Q107613083,Q856280,9.0,9.0,2014-01-01,2018-01-01
manolo gonzalez,Q107613083,Q3573032,9.0,9.0,2018-01-01,2019-01-01
manolo gonzalez,Q107613083,Q856280,9.0,9.0,2019-01-01,2021-01-01
manolo gonzalez,Q107613083,Q2155702,9.0,9.0,2021-01-01,2023-01-01
manolo gonzalez,Q107613083,Q32537,9.0,9.0,2023-01-01,2024-01-01
manolo gonzalez,Q107613083,Q8780,9.0,,2024-01-01,
pierre sage,Q123584452,Q108640897,,,,
pierre sage,Q123584452,Q762264,9.0,9.0,2013-01-01,2013-01-01
pierre sage,Q123584452,Q704,9.0,9.0,2023-01-01,2025-01-01
pierre sage,Q123584452,Q191843,9.0,,2025-01-01,
filippo inzaghi,Q126503,Q1543,10.0,10.0,2014-06-01,2015-06-01
filippo inzaghi,Q126503,Q501245,10.0,10.0,2016-06-01,2018-06-01
filippo inzaghi,Q126503,Q1893,10.0,10.0,2018-06-01,2019-01-01
filippo inzaghi,Q126503,Q652516,10.0,10.0,2019-06-01,2021-05-01
filippo inzaghi,Q126503,Q6651,10.0,10.0,2021-06-01,2022-03-01
filippo inzaghi,Q126503,Q8476,10.0,10.0,2022-07-01,2023-10-01
filippo inzaghi,Q126503,Q847587,11.0,11.0,2023-10-10,2024-02-11
filippo inzaghi,Q126503,Q289613,11.0,11.0,2024-07-03,2025-06-13
filippo inzaghi,Q126503,Q2674,11.0,,2025-06-17,
alberto gilardino,Q182451,Q8455,11.0,11.0,2019-07-11,2020-06-30
alberto gilardino,Q182451,Q2756,11.0,11.0,2020-09-08,2021-01-11
alberto gilardino,Q182451,Q2756,11.0,11.0,2021-02-11,2021-10-24
alberto gilardino,Q182451,Q2074,11.0,11.0,2022-12-06,2024-11-19
alberto gilardino,Q182451,Q289613,11.0,11.0,2025-06-26,2026-02-01
olivier pantaloni,Q2073968,Q270051,11.0,,2014-11-06,
julian schuster,Q66301,Q106394,11.0,,2024-07-01,
steve cooper,Q24183505,Q18659,9.0,9.0,2019-01-01,2021-01-01
steve cooper,Q24183505,Q19490,9.0,9.0,2021-01-01,2023-01-01
steve cooper,Q24183505,Q19481,9.0,9.0,2024-01-01,2024-01-01
paolo vanoli,Q3362674,Q9616,,,,
paolo vanoli,Q3362674,Q2052,11.0,,2025-11-07,
liam rosenior,Q1336865,Q19477,9.0,9.0,2022-01-01,2024-01-01
liam rosenior,Q1336865,Q126334,11.0,11.0,2024-07-25,2026-01-06
liam rosenior,Q1336865,Q9616,11.0,,2026-01-06,
fran escriba,Q3259945,Q8749,11.0,,2019-03-03,
markus weinzierl,Q15772,Q265570,,,,
markus weinzierl,Q15772,Q15755,,,,
markus weinzierl,Q15772,Q32494,,,,
markus weinzierl,Q15772,Q4512,,,,
markus weinzierl,Q15772,Q15786,,,,
carlos corberan,Q27983031,Q1128631,9.0,9.0,2017-01-01,2020-01-01
carlos corberan,Q27983031,Q19473,9.0,11.0,2020-01-01,2022-07-07
carlos corberan,Q27983031,Q19628,11.0,11.0,2022-08-01,2022-09-18
carlos corberan,Q27983031,Q18744,11.0,11.0,2022-10-25,2024-12-24
carlos corberan,Q27983031,Q10333,11.0,,2024-12-24,
alvaro cervera,Q250859,Q581803,9.0,11.0,2001-01-01,2003-06-30
alvaro cervera,Q250859,Q1094113,11.0,11.0,2003-07-01,2004-01-21
alvaro cervera,Q250859,Q581803,11.0,11.0,2004-07-01,2005-04-25
alvaro cervera,Q250859,Q743557,11.0,11.0,2005-04-26,2005-06-30
alvaro cervera,Q250859,Q735632,11.0,11.0,2006-01-01,2006-06-30
alvaro cervera,Q250859,Q527487,11.0,11.0,2006-07-13,2007-04-16
alvaro cervera,Q250859,Q582342,11.0,11.0,2008-07-01,2009-06-30
alvaro cervera,Q250859,Q837183,11.0,11.0,2009-09-06,2010-06-25
alvaro cervera,Q250859,Q726810,11.0,11.0,2010-07-13,2011-01-02
alvaro cervera,Q250859,Q12249,11.0,11.0,2011-05-25,2012-03-09
alvaro cervera,Q250859,Q12236,11.0,11.0,2012-03-09,2012-06-20
alvaro cervera,Q250859,Q216661,11.0,11.0,2012-07-03,2015-02-02
alvaro cervera,Q250859,Q460448,11.0,11.0,2016-04-18,2021-01-11
alvaro cervera,Q250859,Q271574,11.0,9.0,2022-10-18,2023-01-01
philippe clement,Q1338480,Q509170,,,,
philippe clement,Q1338480,Q180305,11.0,,2022-01-03,
ronald koeman,Q192635,Q18732,9.0,9.0,2014-01-01,2016-01-01
ronald koeman,Q192635,Q47050,9.0,9.0,2018-01-01,2020-01-01
ronald koeman,Q192635,Q5794,9.0,9.0,2016-01-01,2017-01-01
ronald koeman,Q192635,Q134241,9.0,9.0,2011-01-01,2014-01-01
ronald koeman,Q192635,Q191264,9.0,9.0,2009-01-01,2009-01-01
ronald koeman,Q192635,Q10333,9.0,9.0,2007-01-01,2008-01-01
ronald koeman,Q192635,Q11938,9.0,9.0,2006-01-01,2007-01-01
ronald koeman,Q192635,Q131499,9.0,9.0,2005-01-01,2006-01-01
ronald koeman,Q192635,Q81888,9.0,9.0,2001-01-01,2005-01-01
ronald koeman,Q192635,Q219233,9.0,9.0,2000-01-01,2001-01-01
ronald koeman,Q192635,Q7156,9.0,9.0,1998-01-01,2000-01-01
ronald koeman,Q192635,Q47050,9.0,9.0,1997-01-01,1998-01-01
ronald koeman,Q192635,Q7156,11.0,11.0,2020-08-19,2021-10-28
ronald koeman,Q192635,Q47050,11.0,11.0,2023-01-01,2026-06-30
enzo maresca,Q317282,Q2693,9.0,9.0,2021-01-01,2021-01-01
enzo maresca,Q317282,Q19481,9.0,9.0,2023-01-01,2024-01-01
enzo maresca,Q317282,Q9616,9.0,11.0,2024-01-01,2026-01-01
enzo maresca,Q317282,Q50602,11.0,,2026-06-29,
thomas letsch,Q22692810,Q105861,11.0,,2022-09-22,
thomas letsch,Q22692810,Q219233,11.0,11.0,2020-07-01,2022-09-21
thomas letsch,Q22692810,Q131209,11.0,11.0,2018-02-27,2019-03-11
thomas letsch,Q22692810,Q141882,11.0,11.0,2017-07-01,2017-08-14
pacheta,Q1704254,Q11971,,,,
vincenzo montella,Q297768,Q2052,11.0,11.0,2019-04-10,2019-12-21
vincenzo montella,Q297768,Q10329,11.0,11.0,2017-12-30,2018-04-28
vincenzo montella,Q297768,Q1543,11.0,11.0,2016-07-01,2017-11-27
vincenzo montella,Q297768,Q352251,11.0,11.0,2021-09-01,2023-06-12
vincenzo montella,Q297768,Q483856,11.0,,2023-09-21,
vincenzo montella,Q297768,Q2018,11.0,11.0,2011-06-09,2012-06-05
vincenzo montella,Q297768,Q2052,11.0,11.0,2012-06-11,2015-06-08
vincenzo montella,Q297768,Q1457,11.0,11.0,2015-11-15,2016-06-28
gerald baticle,Q2019843,Q845137,9.0,9.0,2021-01-01,2022-01-01
gerald baticle,Q2019843,Q182876,9.0,9.0,2004-01-01,2008-01-01
gerald baticle,Q2019843,Q218372,9.0,9.0,2008-01-01,2009-01-01
gerald baticle,Q2019843,Q704,9.0,9.0,2011-01-01,2011-01-01
gerald baticle,Q2019843,Q704,9.0,9.0,2011-01-01,2021-01-01
gerald baticle,Q2019843,Q704,9.0,9.0,2019-01-01,2019-01-01
gerald baticle,Q2019843,Q1277549,9.0,9.0,2023-01-01,2024-01-01
gerald baticle,Q2019843,Q1277549,9.0,,2024-01-01,
cristian chivu,Q210491,Q2693,11.0,10.0,2025-02-18,2025-06-01
cristian chivu,Q210491,Q631,11.0,,2025-06-06,
martin schmidt,Q17352998,Q105254,11.0,11.0,2015-02-17,2017-05-22
martin schmidt,Q17352998,Q23784108,11.0,11.0,2003-07-01,2008-06-30
martin schmidt,Q17352998,Q16525419,11.0,11.0,2010-07-01,2015-02-16
martin schmidt,Q17352998,Q101859,11.0,11.0,2017-09-18,2018-02-19
martin schmidt,Q17352998,Q15755,11.0,11.0,2019-04-09,2020-03-09
daniele de rossi,Q168497,Q13385,11.0,11.0,2022-10-11,2023-02-14
daniele de rossi,Q168497,Q2739,11.0,11.0,2024-01-16,2024-09-18
daniele de rossi,Q168497,Q2074,11.0,,2025-11-06,
andre villas boas,Q212914,Q9616,11.0,11.0,2011-06-22,2012-03-04
andre villas boas,Q212914,Q243235,11.0,11.0,2009-10-14,2010-06-02
andre villas boas,Q212914,Q128446,11.0,11.0,2010-06-02,2011-06-21
andre villas boas,Q212914,Q18741,11.0,11.0,2012-07-03,2013-12-16
andre villas boas,Q212914,Q29108,11.0,11.0,2014-03-20,2016-05-23
andre villas boas,Q212914,Q564216,11.0,11.0,2016-11-04,2017-11-30
andre villas boas,Q212914,Q132885,11.0,11.0,2019-05-28,2021-02-02
fabio grosso,Q230529,Q6651,11.0,11.0,2019-11-05,2019-12-02
fabio grosso,Q230529,Q8639,11.0,11.0,2018-06-21,2019-05-01
fabio grosso,Q230529,Q6641,11.0,11.0,2017-06-13,2018-08-18
fabio grosso,Q230529,Q321061,11.0,11.0,2020-08-25,2021-03-05
fabio grosso,Q230529,Q845043,11.0,11.0,2021-03-23,2023-06-17
fabio grosso,Q230529,Q704,11.0,11.0,2023-09-16,2023-11-30
fabio grosso,Q230529,Q8603,11.0,11.0,2024-06-03,2026-06-08
fabio grosso,Q230529,Q2052,11.0,,2026-06-08,
habib beye,Q314643,Q522283,9.0,9.0,2021-01-01,2024-01-01
habib beye,Q314643,Q19509,9.0,11.0,2025-01-01,2026-02-09
habib beye,Q314643,Q132885,11.0,,2026-02-19,
alain casanova,Q128842,Q19518,,,,
ruben amorim,Q368682,Q1046440,9.0,9.0,2018-01-01,2019-01-01
ruben amorim,Q368682,Q7387158,10.0,10.0,2019-09-01,2019-12-01
ruben amorim,Q368682,Q75684,11.0,11.0,2019-12-23,2020-03-04
ruben amorim,Q368682,Q75729,11.0,11.0,2020-03-05,2024-11-11
ruben amorim,Q368682,Q18656,11.0,11.0,2024-11-11,2026-01-05
ruben amorim,Q368682,Q1543,11.0,,2026-06-16,
jesse marsch,Q1336179,Q167615,,,,
jesse marsch,Q1336179,Q204220,,,,
jesse marsch,Q1336179,Q994811,,,,
jesse marsch,Q1336179,Q702455,,,,
jesse marsch,Q1336179,Q1128631,,,,
carlos carvalhal,Q1042799,Q18659,,,,
mark hughes,Q214513,Q180857,11.0,11.0,1999-06-06,2004-09-05
mark hughes,Q214513,Q19446,11.0,11.0,2004-09-06,2008-06-03
mark hughes,Q214513,Q50602,11.0,11.0,2008-06-04,2009-12-19
mark hughes,Q214513,Q18708,11.0,11.0,2010-07-29,2011-06-02
mark hughes,Q214513,Q18723,11.0,11.0,2012-01-10,2012-11-23
mark hughes,Q214513,Q18736,11.0,11.0,2013-05-30,2018-01-06
mark hughes,Q214513,Q18732,11.0,11.0,2018-03-14,2018-12-03
mark hughes,Q214513,Q48879,11.0,11.0,2022-02-24,2023-10-04
mark hughes,Q214513,Q19575,11.0,,2025-02-06,
arsene wenger,Q47576,Q9617,11.0,11.0,1996-10-01,2018-05-13
arsene wenger,Q47576,Q19523,11.0,11.0,1984-07-01,1987-07-01
arsene wenger,Q47576,Q180305,11.0,11.0,1987-07-01,1994-09-17
arsene wenger,Q47576,Q249662,11.0,11.0,1995-02-01,1996-09-30
steven gerrard,Q459830,Q19597,9.0,9.0,2018-01-01,2021-01-01
steven gerrard,Q459830,Q18711,10.0,10.0,2021-11-01,2022-10-01
steven gerrard,Q459830,Q72844,11.0,11.0,2023-07-03,2025-01-30
andrea pirlo,Q43926,Q56025745,10.0,10.0,2020-07-01,2020-08-01
andrea pirlo,Q43926,Q1422,10.0,10.0,2020-08-01,2021-05-01
andrea pirlo,Q43926,Q1398111,11.0,11.0,2022-06-12,2023-05-24
andrea pirlo,Q43926,Q1457,11.0,11.0,2023-06-28,2024-08-29
borja jimenez,Q66752039,Q7301187,9.0,9.0,2013-01-01,2014-01-01
borja jimenez,Q66752039,Q7301102,9.0,9.0,2015-01-01,2016-01-01
borja jimenez,Q66752039,Q2722081,9.0,9.0,2016-01-01,2017-01-01
borja jimenez,Q66752039,Q2793615,9.0,9.0,2017-01-01,2018-01-01
borja jimenez,Q66752039,Q11997,9.0,9.0,2018-01-01,2019-01-01
borja jimenez,Q66752039,Q757320,9.0,9.0,2019-01-01,2019-01-01
borja jimenez,Q66752039,Q611653,9.0,9.0,2019-01-01,2020-01-01
borja jimenez,Q66752039,Q8760,9.0,9.0,2021-01-01,2022-01-01
borja jimenez,Q66752039,Q856119,9.0,9.0,2023-01-01,2025-01-01
borja jimenez,Q66752039,Q12278,9.0,9.0,2025-01-01,2026-01-01
eder sarabia,Q106834887,Q11979,9.0,9.0,2015-01-01,2017-01-01
eder sarabia,Q106834887,Q8723,9.0,9.0,2017-01-01,2019-01-01
eder sarabia,Q106834887,Q7156,9.0,9.0,2020-01-01,2020-01-01
eder sarabia,Q106834887,Q1386854,9.0,11.0,2021-01-01,2024-03-25
eder sarabia,Q106834887,Q3321644,9.0,9.0,2013-01-01,2013-01-01
eder sarabia,Q106834887,Q10512,9.0,,2024-01-01,
vahid halilhodzic,Q463933,Q818698,9.0,9.0,1990-01-01,1992-01-01
vahid halilhodzic,Q463933,Q298235,11.0,11.0,1993-07-01,1994-06-30
vahid halilhodzic,Q463933,Q1051514,11.0,11.0,1997-10-01,1998-06-30
vahid halilhodzic,Q463933,Q19516,9.0,9.0,1998-01-01,2002-01-01
vahid halilhodzic,Q463933,Q19509,11.0,11.0,2002-10-14,2003-06-30
vahid halilhodzic,Q463933,Q483020,9.0,9.0,2003-01-01,2005-01-01
vahid halilhodzic,Q463933,Q170566,9.0,9.0,2015-01-01,2018-01-01
vahid halilhodzic,Q463933,Q192641,11.0,11.0,2005-10-07,2006-05-30
vahid halilhodzic,Q463933,Q309480,11.0,11.0,2006-06-05,2006-08-01
vahid halilhodzic,Q463933,Q175145,11.0,11.0,2008-05-13,2010-02-27
vahid halilhodzic,Q463933,Q172803,11.0,11.0,2010-08-16,2011-05-24
vahid halilhodzic,Q463933,Q181903,11.0,11.0,2011-06-22,2014-07-07
vahid halilhodzic,Q463933,Q192641,11.0,11.0,2014-07-14,2014-11-10
vahid halilhodzic,Q463933,Q192071,11.0,11.0,2018-10-02,2019-08-02
vahid halilhodzic,Q463933,Q207337,11.0,11.0,2019-08-15,2022-08-11
vahid halilhodzic,Q463933,Q192071,11.0,,2026-03-10,
philippe montanier,Q746357,Q19490,,,,
philippe montanier,Q746357,Q190561,11.0,11.0,2020-07-01,2020-12-26
philippe montanier,Q746357,Q19518,11.0,,2021-06-23,
philippe montanier,Q746357,Q19509,11.0,11.0,2013-07-01,2016-01-20
roberto donadoni,Q294718,Q944876,11.0,11.0,2001-07-02,2001-12-03
roberto donadoni,Q294718,Q6767,11.0,11.0,2002-06-22,2003-06-30
roberto donadoni,Q294718,Q2074,11.0,11.0,2003-06-30,2003-09-21
roberto donadoni,Q294718,Q676899,11.0,11.0,2006-07-13,2008-06-26
roberto donadoni,Q294718,Q2641,11.0,11.0,2009-03-10,2009-10-06
roberto donadoni,Q294718,Q1900,11.0,11.0,2010-11-16,2011-08-12
roberto donadoni,Q294718,Q2693,11.0,11.0,2012-01-09,2015-06-22
roberto donadoni,Q294718,Q1893,11.0,11.0,2015-10-28,2018-05-24
roberto donadoni,Q294718,Q1139956,11.0,11.0,2019-07-30,2020-08-11
roberto donadoni,Q294718,Q944876,11.0,11.0,2002-03-20,2002-06-22
roberto donadoni,Q294718,Q6767,11.0,11.0,2005-01-11,2006-02-06
roberto donadoni,Q294718,Q8615,11.0,,2025-11-04,
keith andrews,Q316704,Q19571,9.0,,2025-01-01,
kieran mckenna,Q57017948,Q9653,9.0,11.0,2021-01-01,2026-06-10
robert moreno,Q63969036,Q42267,11.0,11.0,2019-06-19,2019-11-27
robert moreno,Q63969036,Q180305,11.0,11.0,2019-12-28,2020-07-19
stephane jobard,Q66021525,Q503317,,,,
achim beierlorzer,Q19257969,Q105254,,,,
walter zenga,Q294302,Q501245,11.0,11.0,2018-10-12,2019-03-05
walter zenga,Q294302,Q6690,11.0,11.0,2016-12-08,2018-06-30
walter zenga,Q294302,Q19500,11.0,11.0,2016-08-01,2016-10-25
walter zenga,Q294302,Q812740,11.0,11.0,2014-12-01,2016-02-21
walter zenga,Q294302,Q1457,11.0,11.0,2015-06-11,2015-11-10
walter zenga,Q294302,Q429630,11.0,11.0,2013-10-25,2014-05-14
walter zenga,Q294302,Q812723,11.0,11.0,2011-01-01,2013-06-13
walter zenga,Q294302,Q482764,11.0,11.0,2010-05-10,2009-12-23
walter zenga,Q294302,Q2674,11.0,11.0,2009-07-01,2009-11-23
walter zenga,Q294302,Q2018,11.0,11.0,2008-04-01,2009-06-30
walter zenga,Q294302,Q204237,11.0,11.0,2007-08-31,2007-11-24
walter zenga,Q294302,Q285722,11.0,11.0,2006-06-12,2006-11-30
walter zenga,Q294302,Q173009,11.0,11.0,2005-07-22,2006-06-12
walter zenga,Q294302,Q179658,11.0,11.0,2004-07-01,2005-05-20
walter zenga,Q294302,Q1195647,11.0,11.0,2002-07-01,2003-09-10
walter zenga,Q294302,Q309095,11.0,11.0,1998-08-24,1999-09-30
walter zenga,Q294302,Q25230762,11.0,11.0,2000-10-31,2001-01-18
walter zenga,Q294302,Q1900,11.0,11.0,2020-03-03,2020-08-02
walter zenga,Q294302,Q1191998,11.0,11.0,2024-01-05,2024-04-23
francesco farioli,Q106247695,Q185163,11.0,11.0,2023-06-30,2024-05-23
francesco farioli,Q106247695,Q81888,11.0,,2024-05-23,
laszlo boloni,Q353222,Q19523,10.0,10.0,1994-07-01,2000-06-01
laszlo boloni,Q353222,Q168397,10.0,10.0,2000-07-01,2001-06-01
laszlo boloni,Q353222,Q75729,10.0,10.0,2001-07-01,2003-06-01
laszlo boloni,Q353222,Q19509,10.0,10.0,2003-07-01,2006-06-01
laszlo boloni,Q353222,Q180305,10.0,10.0,2006-07-01,2006-10-01
laszlo boloni,Q353222,Q429630,10.0,10.0,2007-06-01,2008-06-01
laszlo boloni,Q353222,Q190561,10.0,10.0,2008-07-01,2010-02-01
laszlo boloni,Q353222,Q283767,11.0,11.0,2010-05-29,2010-09-02
laszlo boloni,Q353222,Q191843,11.0,11.0,2011-01-01,2011-05-26
laszlo boloni,Q353222,Q204888,10.0,10.0,2011-07-01,2012-06-01
laszlo boloni,Q353222,Q283981,10.0,10.0,2012-06-01,2015-06-01
laszlo boloni,Q353222,Q309480,10.0,10.0,2015-07-01,2015-11-01
laszlo boloni,Q353222,Q732002,10.0,10.0,2017-07-01,2020-05-01
laszlo boloni,Q353222,Q18232,10.0,10.0,2020-08-01,2020-09-01
laszlo boloni,Q353222,Q4122219,10.0,10.0,2020-10-01,2021-05-01
laszlo boloni,Q353222,Q221525,10.0,10.0,2022-06-01,2024-07-01
bruno irles,Q2926839,Q501693,11.0,,2022-01-03,
laurent blanc,Q1839,Q483020,9.0,9.0,2013-01-01,2016-01-01
laurent blanc,Q1839,Q311268,11.0,11.0,2020-12-19,2022-02-13
laurent blanc,Q1839,Q704,11.0,11.0,2022-10-09,2023-09-11
laurent blanc,Q1839,Q47774,11.0,11.0,2010-07-02,2012-06-30
laurent blanc,Q1839,Q172476,9.0,9.0,2007-01-01,2010-01-01
laurent blanc,Q1839,Q309480,11.0,11.0,2024-07-13,2025-09-28
kasper hjulmand,Q2406011,Q635654,11.0,11.0,2006-07-01,2008-07-06
kasper hjulmand,Q2406011,Q210025,11.0,11.0,2011-07-01,2014-06-30
kasper hjulmand,Q2406011,Q105254,11.0,11.0,2014-07-01,2015-02-17
kasper hjulmand,Q2406011,Q210025,11.0,11.0,2016-01-01,2019-03-25
kasper hjulmand,Q2406011,Q131785,11.0,11.0,2020-08-01,2024-07-19
kasper hjulmand,Q2406011,Q104761,11.0,,2025-09-08,
moreno longo,Q3862936,Q2768,11.0,,2020-02-04,
moreno longo,Q3862936,Q845043,11.0,11.0,2017-06-14,2018-12-19
alessandro nesta,Q227892,Q19984972,11.0,11.0,2015-08-31,2017-11-17
alessandro nesta,Q227892,Q16344,11.0,11.0,2018-05-14,2019-05-21
alessandro nesta,Q227892,Q845043,11.0,11.0,2019-06-17,2021-03-22
alessandro nesta,Q227892,Q289707,11.0,11.0,2023-06-13,2024-06-12
alessandro nesta,Q227892,Q289482,11.0,11.0,2024-06-12,2024-12-23
paco jemez,Q2311040,Q10300,11.0,,2019-03-19,
alfred schreuder,Q348301,Q22707,11.0,11.0,2019-07-01,2020-06-09
dejan stankovic,Q192640,Q173009,11.0,11.0,2019-12-21,2022-08-26
dejan stankovic,Q192640,Q1457,11.0,,2022-10-06,
albert celades,Q459099,Q1129595,9.0,9.0,2014-01-01,2018-01-01
albert celades,Q459099,Q10333,11.0,11.0,2019-09-11,2020-06-29
matias almeyda,Q359494,Q15799,9.0,9.0,2011-01-01,2012-01-01
matias almeyda,Q359494,Q692646,9.0,9.0,2013-01-01,2015-01-01
matias almeyda,Q359494,Q503321,9.0,9.0,2015-01-01,2018-01-01
matias almeyda,Q359494,Q575370,9.0,9.0,2018-01-01,2022-01-01
matias almeyda,Q359494,Q201584,9.0,9.0,2022-01-01,2025-01-01
matias almeyda,Q359494,Q10329,9.0,9.0,2025-01-01,2026-01-01
matias almeyda,Q359494,Q768253,9.0,,2026-01-01,
jan siewert,Q60738841,Q155218,9.0,9.0,2015-01-01,2016-01-01
jan siewert,Q60738841,Q865720,9.0,9.0,2017-01-01,2019-01-01
jan siewert,Q60738841,Q19473,9.0,9.0,2019-01-01,2019-01-01
jan siewert,Q60738841,Q105254,9.0,9.0,2021-01-01,2021-01-01
jan siewert,Q60738841,Q16525419,9.0,9.0,2022-01-01,2023-01-01
