Competizione,Turno,Data,Casa,Ospite,Periodo,Lato,Squadra,ID partita,Cartellini gialli,Cartellini rossi,Possesso palla,Tiri totali,Tiri in porta,Calci d'angolo,Goal previsti (xG),Grandi occasioni,Passaggi,Tiri fuori,xG sui Tiri in porta (xGOT),Tiri fermati,Tiri dall'area di rigore,Tiri da fuori area,Pali colpiti,Gol di testa,Fuorigioco,Punizioni,Palloni toccati nell'area avversaria,Passaggi filtranti riusciti,Rimesse Laterali,Passaggi lunghi,Passaggi offensivi,Cross,Assist previsti (xA),Falli,Tackles,Contrasti vinti,Respinte difensive,Palle intercettate,Errori che hanno portato al tiro,Errori che hanno portato al gol,Parate,xGot affrontati,Gol evitati
Copa del Rey,1° turno,30.10.2025,UD Samano,A Coruna,2° tempo,Casa,UD Samano,2PnO0H7s,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,UD Samano,A Coruna,2° tempo,Ospite,A Coruna,2PnO0H7s,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,CD Estepona,Malaga,Totale,Casa,CD Estepona,jJCPOcE6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,CD Estepona,Malaga,Totale,Ospite,Malaga,jJCPOcE6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,CD Estepona,Malaga,1° tempo,Casa,CD Estepona,jJCPOcE6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,CD Estepona,Malaga,1° tempo,Ospite,Malaga,jJCPOcE6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,CD Estepona,Malaga,2° tempo,Casa,CD Estepona,jJCPOcE6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,CD Estepona,Malaga,2° tempo,Ospite,Malaga,jJCPOcE6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Antoniano,Castellon,Totale,Casa,Antoniano,GvgyolV8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Antoniano,Castellon,Totale,Ospite,Castellon,GvgyolV8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Antoniano,Castellon,1° tempo,Casa,Antoniano,GvgyolV8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Antoniano,Castellon,1° tempo,Ospite,Castellon,GvgyolV8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Antoniano,Castellon,2° tempo,Casa,Antoniano,GvgyolV8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Antoniano,Castellon,2° tempo,Ospite,Castellon,GvgyolV8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Murcia,Antequera,Totale,Casa,Murcia,h6y7yybC,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Murcia,Antequera,Totale,Ospite,Antequera,h6y7yybC,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Murcia,Antequera,2° tempo,Casa,Murcia,h6y7yybC,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Murcia,Antequera,2° tempo,Ospite,Antequera,h6y7yybC,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Murcia,Antequera,Supplementari,Casa,Murcia,h6y7yybC,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Murcia,Antequera,Supplementari,Ospite,Antequera,h6y7yybC,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,2° turno,02.12.2025,Racing Club Ferrol,Huesca,Totale,Casa,Racing Club Ferrol,8zFr7XTa,1.0,,55%,14.0,8.0,9.0,,,,6.0,,,,,,,1.0,12.0,,,18.0,,,,,12.0,,,,,,,,,
Copa del Rey,2° turno,02.12.2025,Racing Club Ferrol,Huesca,Totale,Ospite,Huesca,8zFr7XTa,1.0,,45%,7.0,5.0,4.0,,,,2.0,,,,,,,3.0,13.0,,,15.0,,,,,9.0,,,,,,,,,
Copa del Rey,2° turno,02.12.2025,Racing Club Ferrol,Huesca,1° tempo,Casa,Racing Club Ferrol,8zFr7XTa,,,60%,2.0,1.0,4.0,,,,1.0,,,,,,,0.0,7.0,,,11.0,,,,,6.0,,,,,,,,,
Copa del Rey,2° turno,02.12.2025,Racing Club Ferrol,Huesca,1° tempo,Ospite,Huesca,8zFr7XTa,,,40%,2.0,1.0,2.0,,,,1.0,,,,,,,1.0,6.0,,,7.0,,,,,6.0,,,,,,,,,
Copa del Rey,2° turno,02.12.2025,Racing Club Ferrol,Huesca,2° tempo,Casa,Racing Club Ferrol,8zFr7XTa,1.0,,50%,12.0,7.0,5.0,,,,5.0,,,,,,,1.0,5.0,,,7.0,,,,,6.0,,,,,,,,,
Copa del Rey,2° turno,02.12.2025,Racing Club Ferrol,Huesca,2° tempo,Ospite,Huesca,8zFr7XTa,1.0,,50%,5.0,4.0,2.0,,,,1.0,,,,,,,2.0,7.0,,,8.0,,,,,3.0,,,,,,,,,
Copa del Rey,2° turno,02.12.2025,Portugalete,Alaves,Totale,Casa,Portugalete,EV0Qn9sh,2.0,,40%,14.0,3.0,5.0,0.9,0.0,62% (180/292),7.0,0.29,4.0,7.0,7.0,0.0,,1.0,20.0,18.0,0.0,27.0,46% (46/99),53% (81/153),23% (6/26),1.08,16.0,69% (9/13),43.0,10.0,8.0,0.0,0.0,3.0,2.05,0.05
Copa del Rey,2° turno,02.12.2025,Portugalete,Alaves,Totale,Ospite,Alaves,EV0Qn9sh,3.0,,60%,8.0,5.0,3.0,1.06,1.0,76% (357/468),1.0,2.05,2.0,5.0,3.0,0.0,,4.0,16.0,11.0,1.0,10.0,40% (34/85),50% (57/115),20% (2/10),0.88,20.0,67% (10/15),49.0,24.0,8.0,0.0,0.0,3.0,0.29,0.29
Copa del Rey,2° turno,02.12.2025,Portugalete,Alaves,1° tempo,Casa,Portugalete,EV0Qn9sh,1.0,,31%,8.0,1.0,1.0,0.48,0.0,52% (65/124),5.0,0.02,2.0,4.0,4.0,0.0,,0.0,10.0,7.0,0.0,11.0,39% (17/44),41% (27/66),14% (1/7),0.19,7.0,33% (1/3),20.0,3.0,2.0,0.0,0.0,1.0,0.62,-0.38
Copa del Rey,2° turno,02.12.2025,Portugalete,Alaves,1° tempo,Ospite,Alaves,EV0Qn9sh,2.0,,69%,3.0,2.0,2.0,0.15,0.0,78% (221/285),0.0,0.62,1.0,2.0,1.0,0.0,,1.0,7.0,6.0,1.0,6.0,37% (16/43),48% (29/60),20% (1/5),0.29,10.0,75% (3/4),20.0,8.0,3.0,0.0,0.0,1.0,0.02,0.02
Copa del Rey,2° turno,02.12.2025,Portugalete,Alaves,2° tempo,Casa,Portugalete,EV0Qn9sh,1.0,,50%,6.0,2.0,4.0,0.42,0.0,68% (115/168),2.0,0.27,2.0,3.0,3.0,0.0,,1.0,10.0,11.0,0.0,16.0,53% (29/55),62% (54/87),26% (5/19),0.89,9.0,80% (8/10),23.0,7.0,6.0,0.0,0.0,2.0,1.43,0.43
Copa del Rey,2° turno,02.12.2025,Portugalete,Alaves,2° tempo,Ospite,Alaves,EV0Qn9sh,1.0,,50%,5.0,3.0,1.0,0.91,1.0,74% (136/183),1.0,1.43,1.0,3.0,2.0,0.0,,3.0,9.0,5.0,0.0,4.0,43% (18/42),51% (28/55),20% (1/5),0.59,10.0,64% (7/11),29.0,16.0,5.0,0.0,0.0,2.0,0.27,0.27
Copa del Rey,2° turno,02.12.2025,Ebro,Osasuna,Totale,Casa,Ebro,n7o1ffpf,1.0,,27%,11.0,5.0,4.0,1.63,2.0,52% (85/164),4.0,2.43,2.0,7.0,4.0,0.0,,2.0,12.0,18.0,0.0,12.0,27% (19/71),39% (28/72),21% (3/14),0.58,10.0,67% (6/9),34.0,37.0,12.0,0.0,0.0,5.0,4.59,-0.41
Copa del Rey,2° turno,02.12.2025,Ebro,Osasuna,Totale,Ospite,Osasuna,n7o1ffpf,1.0,,73%,22.0,10.0,7.0,4.38,6.0,87% (389/449),7.0,4.59,5.0,14.0,8.0,0.0,,3.0,10.0,33.0,0.0,24.0,73% (29/40),83% (140/169),20% (8/40),2.15,12.0,100% (7/7),57.0,27.0,4.0,0.0,0.0,2.0,2.43,-0.57
Copa del Rey,2° turno,02.12.2025,Ebro,Osasuna,1° tempo,Casa,Ebro,n7o1ffpf,1.0,,28%,8.0,3.0,3.0,0.76,1.0,49% (40/82),4.0,1.01,1.0,5.0,3.0,0.0,,1.0,5.0,9.0,0.0,7.0,26% (9/35),37% (14/38),33% (3/9),0.32,5.0,67% (2/3),15.0,23.0,7.0,0.0,0.0,3.0,0.26,0.26
Copa del Rey,2° turno,02.12.2025,Ebro,Osasuna,1° tempo,Ospite,Osasuna,n7o1ffpf,0.0,,72%,8.0,3.0,5.0,0.58,1.0,86% (174/203),2.0,0.26,3.0,4.0,4.0,0.0,,2.0,5.0,12.0,0.0,14.0,83% (15/18),80% (53/66),23% (6/26),0.72,5.0,100% (3/3),27.0,15.0,2.0,0.0,0.0,2.0,1.01,0.01
Copa del Rey,2° turno,02.12.2025,Ebro,Osasuna,2° tempo,Casa,Ebro,n7o1ffpf,0.0,,25%,3.0,2.0,1.0,0.87,1.0,55% (45/82),0.0,1.42,1.0,2.0,1.0,0.0,,1.0,7.0,9.0,0.0,5.0,28% (10/36),41% (14/34),0% (0/5),0.26,5.0,67% (4/6),19.0,14.0,5.0,0.0,0.0,2.0,4.33,-0.67
Copa del Rey,2° turno,02.12.2025,Ebro,Osasuna,2° tempo,Ospite,Osasuna,n7o1ffpf,1.0,,75%,14.0,7.0,2.0,3.8,5.0,87% (215/246),5.0,4.33,2.0,10.0,4.0,0.0,,1.0,5.0,21.0,0.0,10.0,64% (14/22),84% (87/103),14% (2/14),1.43,7.0,100% (4/4),30.0,12.0,2.0,0.0,0.0,0.0,1.42,-0.58
Copa del Rey,2° turno,02.12.2025,Numancia,Maiorca,Totale,Casa,Numancia,KY6w2on3,3.0,,49%,19.0,5.0,6.0,1.57,2.0,76% (284/375),8.0,2.0,6.0,14.0,5.0,1.0,,1.0,14.0,25.0,0.0,25.0,51% (35/69),65% (73/112),19% (5/27),0.96,14.0,50% (7/14),44.0,13.0,19.0,0.0,0.0,2.0,3.01,0.01
Copa del Rey,2° turno,02.12.2025,Numancia,Maiorca,Totale,Ospite,Maiorca,KY6w2on3,2.0,,51%,10.0,5.0,4.0,2.19,4.0,79% (321/406),4.0,3.01,1.0,7.0,3.0,1.0,,1.0,14.0,13.0,0.0,18.0,47% (27/58),62% (66/106),13% (1/8),0.29,14.0,67% (12/18),50.0,33.0,10.0,0.0,0.0,3.0,2.0,0.0
Copa del Rey,2° turno,02.12.2025,Numancia,Maiorca,1° tempo,Casa,Numancia,KY6w2on3,,,45%,3.0,1.0,1.0,0.3,0.0,77% (145/188),2.0,0.72,0.0,3.0,0.0,0.0,,0.0,6.0,9.0,0.0,10.0,47% (16/34),64% (37/58),8% (1/12),0.18,7.0,57% (4/7),16.0,8.0,8.0,0.0,0.0,1.0,1.9,-0.1
Copa del Rey,2° turno,02.12.2025,Numancia,Maiorca,1° tempo,Ospite,Maiorca,KY6w2on3,,,55%,7.0,3.0,3.0,1.18,3.0,82% (197/239),3.0,1.9,1.0,5.0,2.0,1.0,,0.0,7.0,10.0,0.0,8.0,50% (17/34),68% (38/56),14% (1/7),0.23,6.0,43% (3/7),24.0,7.0,4.0,0.0,0.0,1.0,0.72,0.72
Copa del Rey,2° turno,02.12.2025,Numancia,Maiorca,2° tempo,Casa,Numancia,KY6w2on3,3.0,,54%,16.0,4.0,5.0,1.27,2.0,74% (139/187),6.0,1.28,6.0,11.0,5.0,1.0,,1.0,8.0,16.0,0.0,15.0,54% (19/35),67% (36/54),27% (4/15),0.78,7.0,43% (3/7),28.0,5.0,11.0,0.0,0.0,1.0,1.11,0.11
Copa del Rey,2° turno,02.12.2025,Numancia,Maiorca,2° tempo,Ospite,Maiorca,KY6w2on3,2.0,,46%,3.0,2.0,1.0,1.01,1.0,74% (124/167),1.0,1.11,0.0,2.0,1.0,0.0,,1.0,7.0,3.0,0.0,10.0,42% (10/24),56% (28/50),0% (0/1),0.06,8.0,82% (9/11),26.0,26.0,6.0,0.0,0.0,2.0,1.28,-0.72
Copa del Rey,2° turno,02.12.2025,Guadalajara,Ceuta,Totale,Casa,Guadalajara,ns2ALWrg,,,40%,3.0,1.0,2.0,,,,2.0,,,,,,,1.0,11.0,,,27.0,,,,,12.0,,,,,,,,,
Copa del Rey,2° turno,02.12.2025,Guadalajara,Ceuta,Totale,Ospite,Ceuta,ns2ALWrg,,,60%,4.0,3.0,8.0,,,,1.0,,,,,,,2.0,13.0,,,23.0,,,,,9.0,,,,,,,,,
Copa del Rey,2° turno,02.12.2025,Guadalajara,Ceuta,1° tempo,Casa,Guadalajara,ns2ALWrg,,,43%,2.0,1.0,0.0,,,,1.0,,,,,,,0.0,7.0,,,16.0,,,,,6.0,,,,,,,,,
Copa del Rey,2° turno,02.12.2025,Guadalajara,Ceuta,1° tempo,Ospite,Ceuta,ns2ALWrg,,,57%,2.0,1.0,3.0,,,,1.0,,,,,,,0.0,6.0,,,7.0,,,,,7.0,,,,,,,,,
Copa del Rey,2° turno,02.12.2025,Guadalajara,Ceuta,2° tempo,Casa,Guadalajara,ns2ALWrg,,,37%,1.0,0.0,2.0,,,,1.0,,,,,,,1.0,4.0,,,11.0,,,,,6.0,,,,,,,,,
Copa del Rey,2° turno,02.12.2025,Guadalajara,Ceuta,2° tempo,Ospite,Ceuta,ns2ALWrg,,,63%,2.0,2.0,5.0,,,,0.0,,,,,,,2.0,7.0,,,16.0,,,,,2.0,,,,,,,,,
Copa del Rey,2° turno,02.12.2025,Navalcarnero,Getafe,Totale,Casa,Navalcarnero,xjN8URRN,1.0,,33%,24.0,10.0,5.0,2.75,5.0,54% (182/336),10.0,2.15,4.0,18.0,6.0,0.0,1.0,3.0,12.0,31.0,0.0,32.0,29% (26/90),37% (37/100),47% (9/19),1.59,21.0,53% (20/38),88.0,26.0,18.0,0.0,0.0,3.0,1.19,-1.81
Copa del Rey,2° turno,02.12.2025,Navalcarnero,Getafe,Totale,Ospite,Getafe,xjN8URRN,1.0,,67%,26.0,6.0,5.0,2.12,4.0,78% (542/693),13.0,1.19,7.0,18.0,8.0,2.0,0.0,0.0,21.0,34.0,0.0,39.0,35% (37/107),71% (133/187),26% (9/34),2.01,12.0,76% (13/17),69.0,31.0,8.0,0.0,0.0,8.0,2.15,0.15
Copa del Rey,2° turno,02.12.2025,Navalcarnero,Getafe,1° tempo,Casa,Navalcarnero,xjN8URRN,0.0,,35%,8.0,5.0,3.0,1.2,2.0,56% (71/126),3.0,1.69,0.0,7.0,1.0,0.0,1.0,1.0,3.0,10.0,0.0,12.0,34% (11/32),42% (13/31),67% (4/6),0.57,11.0,43% (6/14),34.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0
Copa del Rey,2° turno,02.12.2025,Navalcarnero,Getafe,1° tempo,Ospite,Getafe,xjN8URRN,1.0,,65%,6.0,0.0,2.0,0.32,0.0,74% (175/237),5.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,11.0,12.0,0.0,18.0,25% (11/44),63% (40/63),56% (5/9),0.49,3.0,80% (4/5),25.0,8.0,2.0,0.0,0.0,3.0,1.69,-0.31
Copa del Rey,2° turno,02.12.2025,Navalcarnero,Getafe,2° tempo,Casa,Navalcarnero,xjN8URRN,,,34%,8.0,3.0,1.0,0.77,1.0,48% (71/148),1.0,0.12,4.0,4.0,4.0,0.0,,1.0,5.0,9.0,0.0,8.0,20% (9/44),22% (10/46),50% (2/4),0.46,7.0,65% (11/17),36.0,13.0,8.0,0.0,0.0,1.0,0.61,-1.39
Copa del Rey,2° turno,02.12.2025,Navalcarnero,Getafe,2° tempo,Ospite,Getafe,xjN8URRN,,,66%,14.0,3.0,3.0,1.57,4.0,79% (212/270),6.0,0.61,5.0,9.0,5.0,1.0,,0.0,7.0,15.0,0.0,12.0,39% (15/38),74% (46/62),20% (4/20),1.39,5.0,70% (7/10),33.0,12.0,5.0,0.0,0.0,3.0,0.12,0.12
Copa del Rey,2° turno,02.12.2025,Navalcarnero,Getafe,Supplementari,Casa,Navalcarnero,xjN8URRN,1.0,,28%,8.0,2.0,1.0,0.78,2.0,65% (40/62),6.0,0.34,0.0,7.0,1.0,0.0,,1.0,4.0,12.0,0.0,12.0,43% (6/14),61% (14/23),33% (3/9),0.56,3.0,43% (3/7),18.0,6.0,3.0,0.0,0.0,2.0,0.58,-0.42
Copa del Rey,2° turno,02.12.2025,Navalcarnero,Getafe,Supplementari,Ospite,Getafe,xjN8URRN,0.0,,72%,6.0,3.0,0.0,0.23,0.0,83% (155/186),2.0,0.58,1.0,4.0,2.0,0.0,,0.0,3.0,7.0,0.0,9.0,44% (11/25),76% (47/62),0% (0/5),0.13,4.0,100% (2/2),11.0,11.0,1.0,0.0,0.0,2.0,0.34,0.34
Copa del Rey,2° turno,03.12.2025,Eldense,Almeria,Totale,Casa,Eldense,AcfZpmC4,2.0,,53%,6.0,3.0,7.0,,,,3.0,,,,,,,2.0,21.0,,,17.0,,,,,13.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,Eldense,Almeria,Totale,Ospite,Almeria,AcfZpmC4,1.0,,47%,5.0,3.0,1.0,,,,2.0,,,,,,,1.0,16.0,,,25.0,,,,,20.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,Eldense,Almeria,1° tempo,Casa,Eldense,AcfZpmC4,,,52%,3.0,1.0,3.0,,,,2.0,,,,,,,0.0,5.0,,,12.0,,,,,3.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,Eldense,Almeria,1° tempo,Ospite,Almeria,AcfZpmC4,,,48%,3.0,2.0,1.0,,,,1.0,,,,,,,1.0,4.0,,,12.0,,,,,4.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,Eldense,Almeria,2° tempo,Casa,Eldense,AcfZpmC4,2.0,,54%,3.0,2.0,4.0,,,,1.0,,,,,,,2.0,16.0,,,5.0,,,,,10.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,Eldense,Almeria,2° tempo,Ospite,Almeria,AcfZpmC4,1.0,,46%,2.0,1.0,0.0,,,,1.0,,,,,,,0.0,12.0,,,13.0,,,,,16.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,CF Talavera,Malaga,Totale,Casa,CF Talavera,0jmgdGFs,1.0,,45%,9.0,4.0,2.0,,,,5.0,,,,,,,2.0,13.0,,,12.0,,,,,14.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,CF Talavera,Malaga,Totale,Ospite,Malaga,0jmgdGFs,0.0,,55%,12.0,7.0,9.0,,,,5.0,,,,,,,0.0,16.0,,,27.0,,,,,13.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,CF Talavera,Malaga,1° tempo,Casa,CF Talavera,0jmgdGFs,1.0,,39%,3.0,2.0,1.0,,,,1.0,,,,,,,2.0,7.0,,,3.0,,,,,1.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,CF Talavera,Malaga,1° tempo,Ospite,Malaga,0jmgdGFs,0.0,,61%,7.0,4.0,5.0,,,,3.0,,,,,,,0.0,3.0,,,15.0,,,,,7.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,CF Talavera,Malaga,2° tempo,Casa,CF Talavera,0jmgdGFs,,,51%,6.0,2.0,1.0,,,,4.0,,,,,,,0.0,6.0,,,9.0,,,,,13.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,CF Talavera,Malaga,2° tempo,Ospite,Malaga,0jmgdGFs,,,49%,5.0,3.0,4.0,,,,2.0,,,,,,,0.0,13.0,,,12.0,,,,,6.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,Mirandes,Gijon,Totale,Casa,Mirandes,0pSqzWcn,4.0,,54%,11.0,4.0,2.0,,,,7.0,,,,,,,1.0,19.0,,,23.0,,,,,9.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,Mirandes,Gijon,Totale,Ospite,Gijon,0pSqzWcn,2.0,,46%,8.0,6.0,1.0,,,,2.0,,,,,,,1.0,10.0,,,27.0,,,,,17.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,Mirandes,Gijon,1° tempo,Casa,Mirandes,0pSqzWcn,1.0,,58%,5.0,3.0,0.0,,,,2.0,,,,,,,1.0,11.0,,,13.0,,,,,4.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,Mirandes,Gijon,1° tempo,Ospite,Gijon,0pSqzWcn,2.0,,42%,5.0,4.0,1.0,,,,1.0,,,,,,,0.0,5.0,,,16.0,,,,,10.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,Mirandes,Gijon,2° tempo,Casa,Mirandes,0pSqzWcn,3.0,,50%,6.0,1.0,2.0,,,,5.0,,,,,,,0.0,8.0,,,10.0,,,,,5.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,Mirandes,Gijon,2° tempo,Ospite,Gijon,0pSqzWcn,0.0,,50%,3.0,2.0,0.0,,,,1.0,,,,,,,1.0,5.0,,,11.0,,,,,7.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,Cultural Leonesa,Andorra,Totale,Casa,Cultural Leonesa,rZvAhYE6,1.0,,45%,7.0,5.0,4.0,,,,2.0,,,,,,,1.0,18.0,,,16.0,,,,,8.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,Cultural Leonesa,Andorra,Totale,Ospite,Andorra,rZvAhYE6,1.0,,55%,12.0,7.0,8.0,,,,5.0,,,,,,,1.0,10.0,,,8.0,,,,,17.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,Cultural Leonesa,Andorra,1° tempo,Casa,Cultural Leonesa,rZvAhYE6,,,46%,3.0,2.0,3.0,,,,1.0,,,,,,,1.0,9.0,,,6.0,,,,,4.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,Cultural Leonesa,Andorra,1° tempo,Ospite,Andorra,rZvAhYE6,,,54%,5.0,2.0,2.0,,,,3.0,,,,,,,1.0,5.0,,,3.0,,,,,8.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,Cultural Leonesa,Andorra,2° tempo,Casa,Cultural Leonesa,rZvAhYE6,1.0,,44%,4.0,3.0,1.0,,,,1.0,,,,,,,0.0,9.0,,,10.0,,,,,4.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,Cultural Leonesa,Andorra,2° tempo,Ospite,Andorra,rZvAhYE6,1.0,,56%,7.0,5.0,6.0,,,,2.0,,,,,,,0.0,5.0,,,5.0,,,,,9.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,Murcia,Cadice,Totale,Casa,Murcia,MNbuP5ko,4.0,0.0,50%,7.0,4.0,4.0,,,,3.0,,,,,,,1.0,10.0,,,23.0,,,,,13.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,Murcia,Cadice,Totale,Ospite,Cadice,MNbuP5ko,5.0,1.0,50%,10.0,5.0,6.0,,,,5.0,,,,,,,1.0,14.0,,,25.0,,,,,9.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,Murcia,Cadice,1° tempo,Casa,Murcia,MNbuP5ko,,,48%,5.0,3.0,1.0,,,,2.0,,,,,,,1.0,7.0,,,6.0,,,,,8.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,Murcia,Cadice,1° tempo,Ospite,Cadice,MNbuP5ko,,,52%,5.0,1.0,1.0,,,,4.0,,,,,,,0.0,9.0,,,16.0,,,,,7.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,Murcia,Cadice,2° tempo,Casa,Murcia,MNbuP5ko,4.0,0.0,52%,2.0,1.0,3.0,,,,1.0,,,,,,,0.0,3.0,,,17.0,,,,,5.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,Murcia,Cadice,2° tempo,Ospite,Cadice,MNbuP5ko,5.0,1.0,48%,5.0,4.0,5.0,,,,1.0,,,,,,,1.0,5.0,,,9.0,,,,,2.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,Quintanar del Rey,Elche,Totale,Casa,Quintanar del Rey,nLQZ8gam,4.0,,25%,10.0,3.0,0.0,0.71,1.0,58% (151/261),7.0,0.84,0.0,1.0,9.0,1.0,,3.0,9.0,4.0,1.0,23.0,38% (28/73),40% (31/77),0% (0/12),0.46,15.0,77% (20/26),46.0,43.0,15.0,0.0,1.0,2.0,0.93,-1.07
Copa del Rey,2° turno,03.12.2025,Quintanar del Rey,Elche,Totale,Ospite,Elche,nLQZ8gam,1.0,,75%,12.0,4.0,4.0,0.61,0.0,85% (691/811),4.0,0.93,4.0,7.0,5.0,0.0,,4.0,15.0,31.0,0.0,27.0,53% (42/79),69% (163/235),17% (3/18),0.81,9.0,70% (14/20),58.0,12.0,9.0,0.0,1.0,2.0,0.84,-0.16
Copa del Rey,2° turno,03.12.2025,Quintanar del Rey,Elche,1° tempo,Casa,Quintanar del Rey,nLQZ8gam,1.0,,25%,4.0,0.0,0.0,0.15,0.0,56% (61/108),4.0,0.0,0.0,0.0,4.0,0.0,,0.0,2.0,0.0,0.0,8.0,31% (9/29),21% (5/24),0% (0/2),0.01,3.0,77% (10/13),20.0,20.0,9.0,0.0,0.0,1.0,0.05,0.05
Copa del Rey,2° turno,03.12.2025,Quintanar del Rey,Elche,1° tempo,Ospite,Elche,nLQZ8gam,0.0,,75%,2.0,1.0,1.0,0.04,0.0,85% (269/318),1.0,0.05,0.0,1.0,1.0,0.0,,1.0,3.0,10.0,0.0,11.0,53% (18/34),63% (52/82),13% (1/8),0.27,2.0,75% (6/8),19.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0
Copa del Rey,2° turno,03.12.2025,Quintanar del Rey,Elche,2° tempo,Casa,Quintanar del Rey,nLQZ8gam,2.0,,26%,3.0,2.0,0.0,0.47,1.0,61% (60/98),1.0,0.82,0.0,1.0,2.0,1.0,,2.0,4.0,3.0,1.0,11.0,36% (9/25),50% (18/36),0% (0/8),0.39,5.0,70% (7/10),17.0,14.0,2.0,0.0,0.0,0.0,0.7,-0.3
Copa del Rey,2° turno,03.12.2025,Quintanar del Rey,Elche,2° tempo,Ospite,Elche,nLQZ8gam,0.0,,74%,4.0,1.0,2.0,0.29,0.0,86% (260/301),1.0,0.7,2.0,2.0,2.0,0.0,,3.0,5.0,10.0,0.0,7.0,59% (17/29),70% (61/87),17% (1/6),0.28,4.0,63% (5/8),24.0,6.0,4.0,0.0,1.0,1.0,0.82,-0.18
